ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH,YEAR,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,CONTACTFIRSTNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,DEALSIZE
9723c5c0-1992-50c6-ac0b-286987ba3c83,45,100,5,5887.35,5/13/2018,Disputed,2,5,2018,Motorcycles,118,S10_2016,Euro Shopping Channel,Diego,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Medium
e31622fc-c261-5fc1-98e0-c0cd0643524f,22,100,4,3664.1,1/5/2018,Shipped,1,1,2018,Motorcycles,193,S10_4698,Technics Stores Inc.,Juri,6505556809,9408 Furth Circle,,Burlingame,CA,94217,USA,NA,Hirano,Medium
52ddbd9d-77be-51d3-8196-1a820fb2069a,22,100,1,3834.38,2/2/2018,Shipped,1,2,2018,Motorcycles,193,S10_4698,"Australian Gift Network, Co",Tony,61-7-3844-6555,31 Duncan St. West End,,South Brisbane,Queensland,4101,Australia,APAC,Calaghan,Medium
7074a6d2-3b7d-5d34-856d-5aa1214b0b87,21,86.77,7,1822.17,3/3/2018,Shipped,1,3,2018,Motorcycles,193,S10_4698,FunGiftIdeas.com,Violeta,5085552555,1785 First Street,,New Bedford,MA,50553,USA,NA,Benitez,Small
28c961c5-d3a8-5ac2-b798-fd4a60ed4bbe,66,100,9,11886.6,4/8/2018,Shipped,2,4,2018,Motorcycles,193,S10_4698,"UK Collectables, Ltd.",Elizabeth,(171) 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,EMEA,Devon,Large
50180534-a022-5360-b423-bdfb5650075e,56,100,4,9218.16,5/13/2018,Disputed,2,5,2018,Motorcycles,193,S10_4698,Euro Shopping Channel,Diego,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Large
c95ef0b8-613e-59a0-819b-5dcc9461c35a,39,100,3,4046.25,1/31/2018,Shipped,1,1,2018,Classic Cars,136,S10_4757,"Oulu Toy Supplies, Inc.",Pirkko,981-443655,Torikatu 38,,Oulu,,90110,Finland,EMEA,Koskitalo,Medium
23767c76-c497-539d-b929-0bebf1dce5d6,34,100,4,4846.7,2/23/2018,Shipped,1,2,2018,Classic Cars,136,S10_4757,Corporate Gift Ideas Co.,Julie,6505551386,7734 Strong St.,,San Francisco,CA,,USA,NA,Brown,Medium
18db1dc8-1eba-553b-bff6-a0f9754a282f,32,100,2,3370.56,3/17/2018,Shipped,1,3,2018,Classic Cars,136,S10_4757,Lyon Souveniers,Daniel,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,,Paris,,75508,France,EMEA,Da Cunha,Medium
6809d694-d651-53a9-b61b-02a314b81ec7,64,100,9,9661.44,4/1/2018,Shipped,2,4,2018,Classic Cars,136,S10_4757,The Sharp Gifts Warehouse,Sue,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,NA,Frick,Large
dd006fcd-1998-58f3-ac1a-f17d8073336e,19,100,3,2764.88,5/6/2018,On Hold,2,5,2018,Classic Cars,136,S10_4757,Gifts4AllAges.com,Juri,6175559555,8616 Spinnaker Dr.,,Boston,MA,51003,USA,NA,Yoshido,Small
adc3d165-7a55-5754-8ab2-c006cdebd95e,35,65.63,4,2297.05,1/20/2018,Shipped,1,1,2018,Classic Cars,147,S10_4962,"Anna's Decorations, Ltd",Anna,02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Small
56c51ab1-867a-5879-a6a9-8b3facdae557,37,100,6,6231.54,2/17/2018,Shipped,1,2,2018,Classic Cars,147,S10_4962,Corporate Gift Ideas Co.,Julie,6505551386,7734 Strong St.,,San Francisco,CA,,USA,NA,Brown,Medium
79182a58-d49c-55bc-acbc-4370904d1b33,37,46.9,7,1735.3,3/9/2018,Shipped,1,3,2018,Classic Cars,147,S10_4962,"Anna's Decorations, Ltd",Anna,02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Small
e8cb55eb-24c5-52a8-a01e-4a5e334a02d1,27,100,2,4427.73,5/1/2018,Shipped,2,5,2018,Classic Cars,147,S10_4962,Quebec Home Shopping Network,Jean,(514) 555-8054,43 rue St. Laurent,,Montreal,Quebec,H1J 1C3,Canada,NA,Fresnisre,Medium
191003d7-0e84-528e-923b-a392964df2bf,38,100,12,5894.94,5/31/2018,In Process,2,5,2018,Classic Cars,147,S10_4962,La Rochelle Gifts,Janine,40.67.8555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Medium
9d7c0697-81df-58aa-a301-89f86af5e473,33,85.39,3,2817.87,1/6/2018,Shipped,1,1,2018,Classic Cars,194,S12_1099,Suominen Souveniers,Kalle,+358 9 8045 555,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,Finland,EMEA,Suominen,Small
4e123e16-19fd-5fc4-b3d3-967926111d3c,45,76,7,3420,2/3/2018,Shipped,1,2,2018,Classic Cars,194,S12_1099,La Rochelle Gifts,Janine,40.67.8555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Medium
062e33c2-9bae-58fd-be4a-94e9ead5b445,26,99.04,4,2575.04,3/3/2018,Shipped,1,3,2018,Classic Cars,194,S12_1099,Scandinavian Gift Ideas,Maria,0695-34 6555,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA,Larsson,Small
efb269e6-0a47-5d1c-b3be-d38fe65267b9,12,100,13,1961.28,5/17/2018,Shipped,2,5,2018,Classic Cars,194,S12_1099,Salzburg Collectables,Georg,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Small
07cf7293-6c77-516c-9ad9-0987a43ff476,32,100,6,3560.64,1/23/2018,Shipped,1,1,2018,Classic Cars,207,S12_1108,Mini Gifts Distributors Ltd.,Valarie,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Medium
86eaf4ab-bb54-5b36-a59d-81af5deda901,34,100,10,3823.64,2/17/2018,Shipped,1,2,2018,Classic Cars,207,S12_1108,Mini Gifts Distributors Ltd.,Valarie,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Medium
1717a721-0005-55c1-90ac-3aa5933038a5,33,69.12,1,2280.96,3/17/2018,Shipped,1,3,2018,Classic Cars,207,S12_1108,Lyon Souveniers,Daniel,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,,Paris,,75508,France,EMEA,Da Cunha,Small
85328a0a-e861-58b7-b0f4-71a11c86fc39,36,100,2,8677.8,5/5/2018,Shipped,2,5,2018,Classic Cars,207,S12_1108,Gift Depot Inc.,Julie,2035552570,25593 South Bay Ln.,,Bridgewater,CT,97562,USA,NA,King,Large
91eb7fb8-d8d8-561f-8553-c2907c3d3032,49,100,8,8470.14,1/20/2018,Shipped,1,1,2018,Trucks and Buses,136,S12_1666,"Anna's Decorations, Ltd",Anna,02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Large
3edc5fa5-74df-5f05-813e-e46d2cd4d00c,20,100,1,2952,2/17/2018,Shipped,1,2,2018,Trucks and Buses,136,S12_1666,Corporate Gift Ideas Co.,Julie,6505551386,7734 Strong St.,,San Francisco,CA,,USA,NA,Brown,Small
cbf15c4b-1368-5827-8c6e-7229aea47127,39,63.2,9,2464.8,3/9/2018,Shipped,1,3,2018,Trucks and Buses,136,S12_1666,"Anna's Decorations, Ltd",Anna,02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Small
c36842a3-cabb-552a-b6d4-86b09334e116,40,100,6,6232,5/1/2018,Shipped,2,5,2018,Trucks and Buses,136,S12_1666,Quebec Home Shopping Network,Jean,(514) 555-8054,43 rue St. Laurent,,Montreal,Quebec,H1J 1C3,Canada,NA,Fresnisre,Medium
e3b70f68-8411-5c01-876b-6d457fd3e514,49,100,3,7969.36,5/31/2018,In Process,2,5,2018,Trucks and Buses,136,S12_1666,Euro Shopping Channel,Diego,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Large
0991ea00-3361-5aaf-acc7-d1991c85d949,22,100,1,3877.06,1/5/2018,Shipped,1,1,2018,Motorcycles,150,S12_2823,Technics Stores Inc.,Juri,6505556809,9408 Furth Circle,,Burlingame,CA,94217,USA,NA,Hirano,Medium
1afd90d5-69a8-51c0-beb9-e68f51eacd09,49,78.92,13,3867.08,2/3/2018,Shipped,1,2,2018,Motorcycles,150,S12_2823,La Rochelle Gifts,Janine,40.67.8555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Medium
0773f680-661b-59d1-9ecb-154e4321eae6,44,100,6,5951.44,3/3/2018,Shipped,1,3,2018,Motorcycles,150,S12_2823,FunGiftIdeas.com,Violeta,5085552555,1785 First Street,,New Bedford,MA,50553,USA,NA,Benitez,Medium
44510bfd-786c-578a-9b2a-221fdd0ef164,66,100,6,8648.64,4/8/2018,Shipped,2,4,2018,Motorcycles,150,S12_2823,"UK Collectables, Ltd.",Elizabeth,(171) 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,EMEA,Devon,Large
9ce8a088-3614-5e96-8a82-c568e9639b4d,21,100,1,3447.78,5/13/2018,Disputed,2,5,2018,Motorcycles,150,S12_2823,Euro Shopping Channel,Diego,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Medium
057b1c72-22ee-5c09-940f-178047e6ed80,40,100,4,5862,1/26/2018,Shipped,1,1,2018,Classic Cars,151,S12_3148,"Tokyo Collectables, Ltd",Akiko,+81 3 3584 0555,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Medium
8c04b68e-af20-57a3-8548-10d05dde19ba,37,100,11,4071.85,2/17/2018,Shipped,1,2,2018,Classic Cars,151,S12_3148,Mini Gifts Distributors Ltd.,Valarie,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Medium
a91a590d-f734-5158-a781-a5bb8537d670,47,100,3,8236.75,5/5/2018,Shipped,2,5,2018,Classic Cars,151,S12_3148,Gift Depot Inc.,Julie,2035552570,25593 South Bay Ln.,,Bridgewater,CT,97562,USA,NA,King,Large
c0e85617-bea5-5249-bf3d-ee348b57c9a1,34,96.73,4,3288.82,1/6/2018,Shipped,1,1,2018,Classic Cars,117,S12_3380,Suominen Souveniers,Kalle,+358 9 8045 555,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,Finland,EMEA,Suominen,Medium
64fa1b59-f535-55eb-85e4-1e09300441a2,35,100,1,3987.2,2/8/2018,Shipped,1,2,2018,Classic Cars,117,S12_3380,Boards & Toys Co.,Leslie,3105552373,4097 Douglas Av.,,Glendale,CA,92561,USA,NA,Young,Medium
2809cca1-c4c2-57a0-ac55-f3b938f33091,25,72.38,6,1809.5,3/3/2018,Shipped,1,3,2018,Classic Cars,117,S12_3380,Scandinavian Gift Ideas,Maria,0695-34 6555,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA,Larsson,Small
b6d7d2be-4386-586a-a720-74330c1277b1,10,100,11,1092.2,5/17/2018,Shipped,2,5,2018,Classic Cars,117,S12_3380,Salzburg Collectables,Georg,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Small
5dd17d27-93f8-51b5-ae3e-788d65cb0a97,34,100,1,5941.5,1/26/2018,Shipped,1,1,2018,Classic Cars,173,S12_3891,"Tokyo Collectables, Ltd",Akiko,+81 3 3584 0555,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Medium
23989057-5743-54c9-a090-57569ca0bb3f,34,95.35,12,3241.9,2/17/2018,Shipped,1,2,2018,Classic Cars,173,S12_3891,Mini Gifts Distributors Ltd.,Valarie,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Medium
a40bf215-f3ce-5c50-a505-65a9bf050a85,33,100,3,6109.29,3/23/2018,Shipped,1,3,2018,Classic Cars,173,S12_3891,Mini Gifts Distributors Ltd.,Valarie,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Medium
341aa6ed-4d8d-51ba-a6a9-e68bf600b29e,22,100,1,3387.78,5/5/2018,Shipped,2,5,2018,Classic Cars,173,S12_3891,Gift Depot Inc.,Julie,2035552570,25593 South Bay Ln.,,Bridgewater,CT,97562,USA,NA,King,Medium
074ee04f-69f9-5008-9936-ba1f971b7f3e,34,81.62,5,2775.08,1/6/2018,Shipped,1,1,2018,Classic Cars,79,S12_3990,Suominen Souveniers,Kalle,+358 9 8045 555,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,Finland,EMEA,Suominen,Small
a3950435-b1c5-5437-aa3b-3296f694bf12,24,67.83,5,1627.92,2/9/2018,Shipped,1,2,2018,Classic Cars,79,S12_3990,"Toys of Finland, Co.",Matti,90-224 8555,Keskuskatu 45,,Helsinki,,21240,Finland,EMEA,Karttunen,Small
5a70a5f9-b545-58be-a22f-ad0aea0a081c,36,70.26,7,2529.36,3/3/2018,Shipped,1,3,2018,Classic Cars,79,S12_3990,Scandinavian Gift Ideas,Maria,0695-34 6555,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA,Larsson,Small
0af862cd-3c4a-5615-882c-eb035e0557a3,34,90.17,14,3065.78,5/17/2018,Shipped,2,5,2018,Classic Cars,79,S12_3990,Salzburg Collectables,Georg,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Medium
0288a804-5ba4-5728-8f37-cbf7cbc16d53,49,35.71,4,1749.79,1/23/2018,Shipped,1,1,2018,Trucks and Buses,118,S12_4473,Mini Gifts Distributors Ltd.,Valarie,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Small
02538b9a-cf68-5203-893e-43db10b0d845,32,66.58,13,2130.56,2/17/2018,Shipped,1,2,2018,Trucks and Buses,118,S12_4473,Mini Gifts Distributors Ltd.,Valarie,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Small
43f05580-e8ee-50ea-a841-948f3a19301b,54,100,5,5951.34,5/3/2018,Shipped,2,5,2018,Trucks and Buses,118,S12_4473,Euro Shopping Channel,Diego,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Medium
c3d9249f-b2a4-52d2-8e8d-03aa632babe1,33,100,4,4692.6,5/31/2018,In Process,2,5,2018,Trucks and Buses,118,S12_4473,La Rochelle Gifts,Janine,40.67.8555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Medium
461145fd-8556-5453-9280-c9ec7e11ab45,46,88.45,6,4068.7,1/6/2018,Shipped,1,1,2018,Classic Cars,115,S12_4675,Suominen Souveniers,Kalle,+358 9 8045 555,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,Finland,EMEA,Suominen,Medium
8f67ed0f-7813-5cd4-a5bd-9ffd011c5c1e,50,100,1,5182,2/9/2018,Shipped,1,2,2018,Classic Cars,115,S12_4675,"Toys of Finland, Co.",Matti,90-224 8555,Keskuskatu 45,,Helsinki,,21240,Finland,EMEA,Karttunen,Medium
c98197cf-520f-53de-92b0-9b3914bb6f4a,47,100,8,5243.79,3/3/2018,Shipped,1,3,2018,Classic Cars,115,S12_4675,Scandinavian Gift Ideas,Maria,0695-34 6555,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA,Larsson,Medium
ccc61e95-3543-56e8-a871-32190a96e4e8,97,93.28,5,9048.16,4/14/2018,Shipped,2,4,2018,Classic Cars,115,S12_4675,Mini Caravy,Frederique,88.60.1555,"24, place Kluber",,Strasbourg,,67000,France,EMEA,Citeaux,Large
1b9348e0-92ea-5d7e-9ec6-9f0c484d3718,32,100,10,3832.64,5/17/2018,Shipped,2,5,2018,Classic Cars,115,S12_4675,Salzburg Collectables,Georg,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Medium
2f3e5ed1-9cff-5076-8465-18099167cb18,27,100,1,3911.49,1/20/2018,Shipped,1,1,2018,Trucks and Buses,116,S18_1097,"Anna's Decorations, Ltd",Anna,02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Medium
cd5fc4fe-c002-5c3d-adf0-5d13c0e7a4eb,48,98,2,4704,2/17/2018,Shipped,1,2,2018,Trucks and Buses,116,S18_1097,Corporate Gift Ideas Co.,Julie,6505551386,7734 Strong St.,,San Francisco,CA,,USA,NA,Brown,Medium
6e737c8d-3988-502c-9706-9c9c5661a57c,29,85.1,10,2467.9,3/9/2018,Shipped,1,3,2018,Trucks and Buses,116,S18_1097,"Anna's Decorations, Ltd",Anna,02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Small
ac6c8200-4ff0-5384-820c-7e591bad9077,27,100,8,3213,5/1/2018,Shipped,2,5,2018,Trucks and Buses,116,S18_1097,Quebec Home Shopping Network,Jean,(514) 555-8054,43 rue St. Laurent,,Montreal,Quebec,H1J 1C3,Canada,NA,Fresnisre,Medium
7c0a3fb8-e9c9-5b6e-82aa-e02348b231a2,54,100,5,7182,5/31/2018,In Process,2,5,2018,Trucks and Buses,116,S18_1097,Euro Shopping Channel,Diego,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Large
20b840bd-697e-5d71-bec3-d83cbbcdbc61,30,87.06,1,2611.8,1/7/2018,Shipped,1,1,2018,Classic Cars,141,S18_1129,Mini Creations Ltd.,Wing C,5085559555,4575 Hillside Dr.,,New Bedford,MA,50553,USA,NA,Tam,Small
d84bb4e3-a2b7-5e8b-96f4-ea771879ee3d,35,100,2,5895.05,2/9/2018,Shipped,1,2,2018,Classic Cars,141,S18_1129,"Toys of Finland, Co.",Matti,90-224 8555,Keskuskatu 45,,Helsinki,,21240,Finland,EMEA,Karttunen,Medium
c454d989-25af-5016-864c-0363e4060c0e,36,93.77,14,3375.72,3/4/2018,Shipped,1,3,2018,Classic Cars,141,S18_1129,Mini Gifts Distributors Ltd.,Valarie,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Medium
e791cda2-e478-5cc8-b3b2-f1627f763efe,61,100,3,8374.69,4/15/2018,Disputed,2,4,2018,Classic Cars,141,S18_1129,Danish Wholesale Imports,Jytte,31 12 3555,Vinb'ltet 34,,Kobenhavn,,1734,Denmark,EMEA,Petersen,Large
4e336dae-8c70-5f26-98e2-ea2acd332a5e,38,100,5,4464.24,5/17/2018,Shipped,2,5,2018,Classic Cars,141,S18_1129,Salzburg Collectables,Georg,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Medium
783e3808-a57c-5861-84f1-a38a0ef64681,44,100,8,9240.44,1/20/2018,Shipped,1,1,2018,Vintage Cars,102,S18_1342,Collectables For Less Inc.,Allen,6175558555,7825 Douglas Av.,,Brickhaven,MA,58339,USA,NA,Nelson,Large
ca3fd81f-daab-5cee-85ea-86eba147867d,27,93.16,13,2515.32,2/16/2018,Shipped,1,2,2018,Vintage Cars,102,S18_1342,Euro Shopping Channel,Diego,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Small
ddf23507-4046-5cd9-9fe7-f39d6747f9d2,35,100,2,5548.9,3/9/2018,Shipped,1,3,2018,Vintage Cars,102,S18_1342,"Anna's Decorations, Ltd",Anna,02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Medium
cd2d0aff-7702-5444-9aeb-dcc9d5fdc3e3,51,95.55,2,4873.05,5/30/2018,In Process,2,5,2018,Vintage Cars,102,S18_1342,Diecast Classics Inc.,Kyung,2155551555,7586 Pompton St.,,Allentown,PA,70267,USA,NA,Yu,Medium
e9f1aada-ecd8-54cc-93d5-11b2cee53dbd,32,98.63,7,3156.16,1/20/2018,Shipped,1,1,2018,Vintage Cars,53,S18_1367,Collectables For Less Inc.,Allen,6175558555,7825 Douglas Av.,,Brickhaven,MA,58339,USA,NA,Nelson,Medium
87725670-1742-5159-9e27-9d1b5a8d36a4,25,52.83,9,1320.75,2/17/2018,Shipped,1,2,2018,Vintage Cars,53,S18_1367,Corporate Gift Ideas Co.,Julie,6505551386,7734 Strong St.,,San Francisco,CA,,USA,NA,Brown,Small
fc322630-26af-5e28-8103-8e5df8c70c2e,42,100,3,4998,3/9/2018,Shipped,1,3,2018,Vintage Cars,53,S18_1367,"Anna's Decorations, Ltd",Anna,02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Medium
d78793a3-baf9-58e2-8ad2-d2ec586f3f3c,25,51.75,1,1293.75,5/30/2018,In Process,2,5,2018,Vintage Cars,53,S18_1367,Diecast Classics Inc.,Kyung,2155551555,7586 Pompton St.,,Allentown,PA,70267,USA,NA,Yu,Small
0027a8d9-10ac-5670-b591-e543b1250cff,49,56.3,1,2758.7,1/12/2018,Resolved,1,1,2018,Classic Cars,124,S18_1589,Toys4GrownUps.com,Julie,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,USA,NA,Young,Small
a3faa8a0-6c5c-5e2f-9d73-672378fe8abf,34,42.64,5,1449.76,2/10/2018,Shipped,1,2,2018,Classic Cars,124,S18_1589,Euro Shopping Channel,Diego,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Small
ad87aafe-7d04-5ee7-b1e4-f5315bcfc869,59,100,11,7048.14,4/22/2018,On Hold,2,4,2018,Classic Cars,124,S18_1589,The Sharp Gifts Warehouse,Sue,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,NA,Frick,Large
28f5da3e-9614-55e0-8fbf-821acccaa402,37,100,1,5202.94,5/17/2018,Shipped,2,5,2018,Classic Cars,124,S18_1589,Salzburg Collectables,Georg,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Medium
05fe0115-2e6d-518a-81cb-0cbd930c0338,28,57.55,4,1611.4,1/31/2018,Shipped,1,1,2018,Planes,157,S18_1662,"Oulu Toy Supplies, Inc.",Pirkko,981-443655,Torikatu 38,,Oulu,,90110,Finland,EMEA,Koskitalo,Small
fe225c07-332b-58f9-b170-7ebd57e79b10,25,54.57,7,1364.25,3/1/2018,Resolved,1,3,2018,Planes,157,S18_1662,Euro Shopping Channel,Diego,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Small
e847dee6-708e-52e5-ac0f-d933dc485fb7,33,100,11,4215.09,3/30/2018,Shipped,1,3,2018,Planes,157,S18_1662,Reims Collectables,Paul,26.47.1555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Medium
fad3e3b9-c816-5a77-9fb3-82c8b7fce51e,34,100,1,6433.82,4/1/2018,Shipped,2,4,2018,Planes,157,S18_1662,The Sharp Gifts Warehouse,Sue,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,NA,Frick,Medium
f7451880-7123-59c7-b27e-4c47535564aa,24,100,14,4352.16,5/10/2018,Shipped,2,5,2018,Planes,157,S18_1662,L'ordine Souveniers,Maurizio,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA,Moroni,Medium
dbf63f89-9c22-51eb-bc97-5a8817844a67,37,100,3,4703.81,1/12/2018,Resolved,1,1,2018,Vintage Cars,170,S18_1749,Toys4GrownUps.com,Julie,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,USA,NA,Young,Medium
