ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH,YEAR,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,CONTACTFIRSTNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,DEALSIZE
233d483d-0e7f-571a-8c29-736f5d2c6b36,42,100,1,4396.14,11/15/2017,Shipped,4,11,2017,Motorcycles,95,S10_1678,Land of Toys Inc.,Kwai,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,NA,Yu,Medium
28dbd9a8-6dd8-5a16-8f82-12a451c30cd9,41,100,9,7737.93,11/24/2017,Shipped,4,11,2017,Motorcycles,95,S10_1678,Salzburg Collectables,Georg,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Large
2e5d5a9b-2436-5afb-94af-fe4bd927f70a,20,72.55,13,1451,12/17/2017,Shipped,4,12,2017,Motorcycles,95,S10_1678,Souveniers And Things Co.,Adrian,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Small
d3639576-cd60-59cc-838e-40201e086542,35,100,3,6075.3,1/29/2017,Shipped,1,1,2017,Classic Cars,214,S10_1949,West Coast Collectables Co.,Steve,3105553722,3675 Furth Circle,,Burbank,CA,94019,USA,NA,Thompson,Medium
b2af7a57-9892-506a-a976-3012c9d573b3,29,100,2,6463.23,3/10/2017,Shipped,1,3,2017,Classic Cars,214,S10_1949,Cambridge Collectables Co.,Kyung,6175555555,4658 Baden Av.,,Cambridge,MA,51247,USA,NA,Tseng,Medium
37fe918c-a6e5-5a90-b7fe-df7ca52e41a9,34,100,9,6120.34,5/4/2017,Shipped,2,5,2017,Classic Cars,214,S10_1949,Super Scale Inc.,Leslie,2035559545,567 North Pendale Street,,New Haven,CT,97823,USA,NA,Murphy,Medium
b88643c6-0714-5c4c-ac3a-1b2bbd97c0c1,32,100,6,7680.64,6/15/2017,Shipped,2,6,2017,Classic Cars,214,S10_1949,"Tokyo Collectables, Ltd",Akiko,+81 3 3584 0555,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Large
18561a30-e011-5cf5-8cc5-30a4824233a8,21,100,9,4905.39,7/19/2017,Shipped,3,7,2017,Classic Cars,214,S10_1949,Souveniers And Things Co.,Adrian,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Medium
f1ebb7dd-ca75-5948-b09a-0771e6072e4a,34,100,2,8014.82,8/17/2017,Shipped,3,8,2017,Classic Cars,214,S10_1949,Amica Models & Co.,Paolo,011-4988555,Via Monte Bianco 34,,Torino,,10100,Italy,EMEA,Accorti,Large
072db598-4cbc-5552-8d49-15f6ad66498c,37,100,11,7136.19,9/8/2017,Shipped,3,9,2017,Classic Cars,214,S10_1949,Scandinavian Gift Ideas,Maria,0695-34 6555,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA,Larsson,Large
bb9d083f-58ea-51b6-8705-31b78f8f8a08,47,100,6,10172.7,10/11/2017,Shipped,4,10,2017,Classic Cars,214,S10_1949,Auto Assoc. & Cie.,Daniel,30.59.8555,"67, avenue de l'Europe",,Versailles,,78000,France,EMEA,Tonini,Large
b195b40e-94f8-5c92-bf19-dc00a189fd4d,48,100,3,11623.7,10/21/2017,Shipped,4,10,2017,Classic Cars,214,S10_1949,Mini Gifts Distributors Ltd.,Valarie,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Large
f0ba8d8d-8057-5c3c-8d9a-52d89a261d2e,40,100,1,6000.4,11/4/2017,Shipped,4,11,2017,Classic Cars,214,S10_1949,Online Diecast Creations Co.,Valarie,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,NA,Young,Medium
347f799d-1763-5667-8db2-50e9595df857,26,100,3,3003,11/18/2017,Shipped,4,11,2017,Classic Cars,214,S10_1949,Mini Wheels Co.,Julie,6505555787,5557 North Pendale Street,,San Francisco,CA,,USA,NA,Murphy,Medium
c756998a-a473-5501-b25e-ddb7517bba77,30,100,1,3944.7,11/29/2017,Shipped,4,11,2017,Classic Cars,214,S10_1949,"Australian Collectors, Co.",Peter,03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Medium
72f6f38e-04f4-5ae1-9d63-4c16878575e6,32,100,10,5691.84,12/10/2017,Shipped,4,12,2017,Classic Cars,214,S10_1949,Mini Gifts Distributors Ltd.,Valarie,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Medium
332fe7b8-d53c-569b-b252-8c354860b1e5,23,100,2,3009.09,1/12/2017,Shipped,1,1,2017,Motorcycles,118,S10_2016,Osaka Souveniers Co.,Mory,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",,Osaka,Osaka,530-0003,Japan,Japan,Kentary,Medium
84c954df-0012-5185-b94f-fec6114d5745,47,100,4,5422.39,2/20/2017,Shipped,1,2,2017,Motorcycles,118,S10_2016,"Australian Collectors, Co.",Peter,03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Medium
9b1ab5a2-79f5-57fa-86b5-da930a7ea8b0,22,100,1,2852.08,4/3/2017,Shipped,2,4,2017,Motorcycles,118,S10_2016,Motor Mint Distributors Inc.,Rosa,2155559857,11328 Douglas Av.,,Philadelphia,PA,71270,USA,NA,Hernandez,Small
735928c6-ad1e-5d6f-a779-d8b2cd4367da,44,100,5,5756.52,5/18/2017,Shipped,2,5,2017,Motorcycles,118,S10_2016,Tekni Collectables Inc.,William,2015559350,7476 Moss Rd.,,Newark,NJ,94019,USA,NA,Brown,Medium
5fa057b5-62ce-50b7-bd88-a126304015ca,40,100,5,4472,6/28/2017,Shipped,2,6,2017,Motorcycles,118,S10_2016,Gift Depot Inc.,Julie,2035552570,25593 South Bay Ln.,,Bridgewater,CT,97562,USA,NA,King,Medium
ffb22986-d13b-5bc2-acdd-319114df22df,22,100,4,2904.44,7/23/2017,Shipped,3,7,2017,Motorcycles,118,S10_2016,La Rochelle Gifts,Janine,40.67.8555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Small
16e42bb5-f69b-5b41-9564-10ae6f50f1b2,47,100,9,6484.59,8/27/2017,Shipped,3,8,2017,Motorcycles,118,S10_2016,Marta's Replicas Co.,Marta,6175558555,39323 Spinnaker Dr.,,Cambridge,MA,51247,USA,NA,Hernandez,Medium
3b566e56-0d09-5ea8-b48d-023c4f562559,39,96.34,1,3757.26,9/27/2017,Shipped,3,9,2017,Motorcycles,118,S10_2016,Atelier graphique,Carine,40.32.2555,"54, rue Royale",,Nantes,,44000,France,EMEA,Schmitt,Medium
d303d755-0b94-58bb-88ef-afb7be67191d,34,100,2,4043.96,10/15/2017,Shipped,4,10,2017,Motorcycles,118,S10_2016,Mini Classics,Steve,9145554562,3758 North Pendale Street,,White Plains,NY,24067,USA,NA,Frick,Medium
1ff6605d-c0b5-58fb-b79a-95b0bf2cb21c,45,100,4,5566.5,11/2/2017,Shipped,4,11,2017,Motorcycles,118,S10_2016,Diecast Classics Inc.,Kyung,2155551555,7586 Pompton St.,,Allentown,PA,70267,USA,NA,Yu,Medium
ab1ef5e3-3575-5d69-b4db-bb3b673a49c7,20,100,2,3176,11/15/2017,Shipped,4,11,2017,Motorcycles,118,S10_2016,Land of Toys Inc.,Kwai,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,NA,Yu,Medium
a5e559e9-6b6b-5fb4-b309-d2da92081b3e,40,68.92,4,2756.8,11/23/2017,Shipped,4,11,2017,Motorcycles,118,S10_2016,"Tokyo Collectables, Ltd",Akiko,+81 3 3584 0555,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Small
5e035674-b759-52a4-a3ed-5eba8b1435e1,26,51.15,8,1329.9,12/17/2017,Shipped,4,12,2017,Motorcycles,118,S10_2016,Souveniers And Things Co.,Adrian,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Small
380bfd55-606c-57ae-9f98-a68418d17593,34,100,1,6123.4,1/12/2017,Shipped,1,1,2017,Motorcycles,193,S10_4698,Osaka Souveniers Co.,Mory,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",,Osaka,Osaka,530-0003,Japan,Japan,Kentary,Medium
886e249b-4714-5494-836d-4ade244b33a7,49,100,3,9774.03,2/20/2017,Shipped,1,2,2017,Motorcycles,193,S10_4698,"Australian Collectors, Co.",Peter,03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Large
afc90f84-da11-564d-9b41-fa1216b721b1,39,100,9,7023.9,4/5/2017,Shipped,2,4,2017,Motorcycles,193,S10_4698,Vitachrome Inc.,Michael,2125551500,2678 Kingston Rd.,Suite 101,NYC,NY,10022,USA,NA,Frick,Large
fd38aa30-9820-540c-9d9c-a8715bb8d777,43,100,4,7078.23,5/18/2017,Shipped,2,5,2017,Motorcycles,193,S10_4698,Tekni Collectables Inc.,William,2015559350,7476 Moss Rd.,,Newark,NJ,94019,USA,NA,Brown,Large
0cedb051-3645-52df-9650-1aa7bd60184a,41,100,4,8336.94,6/28/2017,Shipped,2,6,2017,Motorcycles,193,S10_4698,Gift Depot Inc.,Julie,2035552570,25593 South Bay Ln.,,Bridgewater,CT,97562,USA,NA,King,Large
50937450-9512-578d-bbf4-678caedd3958,36,100,3,6901.92,7/23/2017,Shipped,3,7,2017,Motorcycles,193,S10_4698,La Rochelle Gifts,Janine,40.67.8555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Medium
8b83f024-ac11-5ee2-8bfa-6c08ca46092b,27,100,8,5438.07,8/27/2017,Shipped,3,8,2017,Motorcycles,193,S10_4698,Marta's Replicas Co.,Marta,6175558555,39323 Spinnaker Dr.,,Cambridge,MA,51247,USA,NA,Hernandez,Medium
7e1882d2-96c4-58b2-a974-e767e83f4cff,29,100,11,6683.34,9/30/2017,Shipped,3,9,2017,Motorcycles,193,S10_4698,"Toys of Finland, Co.",Matti,90-224 8555,Keskuskatu 45,,Helsinki,,21240,Finland,EMEA,Karttunen,Medium
9e438366-3f83-57b4-9ce2-accf9636327e,20,100,1,4570.4,10/15/2017,Shipped,4,10,2017,Motorcycles,193,S10_4698,Mini Classics,Steve,9145554562,3758 North Pendale Street,,White Plains,NY,24067,USA,NA,Frick,Medium
0392e428-db45-5e55-9391-634c59f277a5,37,100,3,7667.14,11/2/2017,Shipped,4,11,2017,Motorcycles,193,S10_4698,Diecast Classics Inc.,Kyung,2155551555,7586 Pompton St.,,Allentown,PA,70267,USA,NA,Yu,Large
610baf95-8cf8-5594-8ed5-7c0163cef2a8,26,100,3,5868.2,11/15/2017,Shipped,4,11,2017,Motorcycles,193,S10_4698,Land of Toys Inc.,Kwai,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,NA,Yu,Medium
3faaba84-f7e7-5d87-bf76-2d14eb49e62e,39,76.67,3,2990.13,11/23/2017,Shipped,4,11,2017,Motorcycles,193,S10_4698,"Tokyo Collectables, Ltd",Akiko,+81 3 3584 0555,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Small
67ef2c44-5aa0-5294-b603-3cad5568be96,39,100,8,5197.92,1/9/2017,Shipped,1,1,2017,Classic Cars,136,S10_4757,"Men 'R' US Retailers, Ltd.",Michael,2155554369,6047 Douglas Av.,,Los Angeles,CA,,USA,NA,Chandler,Medium
16b5c8a6-a853-5c26-8231-50df1ca67b75,49,100,12,5997.6,2/19/2017,Shipped,1,2,2017,Classic Cars,136,S10_4757,Collectable Mini Designs Co.,Valarie,7605558146,361 Furth Circle,,San Diego,CA,91217,USA,NA,Thompson,Medium
5bccbf6d-17b8-573b-b7e3-a59c18e27165,20,100,3,2910.4,5/7/2017,Cancelled,2,5,2017,Classic Cars,136,S10_4757,Land of Toys Inc.,Kwai,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,NA,Yu,Small
c2a0a85e-e431-53d5-833d-73597278356e,27,100,1,3378.24,6/17/2017,Shipped,2,6,2017,Classic Cars,136,S10_4757,Quebec Home Shopping Network,Jean,(514) 555-8054,43 rue St. Laurent,,Montreal,Quebec,H1J 1C3,Canada,NA,Fresnisre,Medium
943a0261-8353-5f4b-97ee-a624cf35c900,30,100,4,3508.8,7/21/2017,Shipped,3,7,2017,Classic Cars,136,S10_4757,Petit Auto,Catherine,(02) 5554 67,Rue Joseph-Bens 532,,Bruxelles,,B-1180,Belgium,EMEA,Dewey,Medium
01b7945a-b2a2-5543-9198-74b075222bf5,25,100,6,2992,8/20/2017,Shipped,3,8,2017,Classic Cars,136,S10_4757,"Royal Canadian Collectables, Ltd.",Elizabeth,(604) 555-4555,23 Tsawassen Blvd.,,Tsawassen,BC,T2F 8M4,Canada,NA,Lincoln,Small
4a1e7e43-d000-506b-897a-5be206e91b71,24,100,1,3427.2,9/10/2017,Shipped,3,9,2017,Classic Cars,136,S10_4757,Gifts4AllAges.com,Juri,6175559555,8616 Spinnaker Dr.,,Boston,MA,51003,USA,NA,Yoshido,Medium
9d4d13c8-69c9-548f-8d7f-23864704b2d7,22,100,9,2692.8,10/14/2017,Shipped,4,10,2017,Classic Cars,136,S10_4757,"Classic Gift Ideas, Inc",Francisca,2155554695,782 First Street,,Philadelphia,PA,71270,USA,NA,Cervantes,Small
44e25493-f0d2-5cb1-add6-c1f1656ad364,33,100,17,4128.96,11/1/2017,Shipped,4,11,2017,Classic Cars,136,S10_4757,giftsbymail.co.uk,Helen,(198) 555-8888,Garden House Crowther Way,,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA,Bennett,Medium
4773b9d9-4b94-50b9-8863-1de0bcc71a1d,47,64.93,6,3051.71,11/5/2017,Shipped,4,11,2017,Classic Cars,136,S10_4757,Baane Mini Imports,Jonas,07-98 9555,Erling Skakkes gate 78,,Stavern,,4110,Norway,EMEA,Bergulfsen,Medium
3e46bd52-9e6f-5fe3-9df2-e40c7a1bc7d2,25,48.05,8,1201.25,11/21/2017,Shipped,4,11,2017,Classic Cars,136,S10_4757,Classic Legends Inc.,Maria,2125558493,5905 Pompton St.,Suite 750,NYC,NY,10022,USA,NA,Hernandez,Small
33c25dc3-ea83-5dc6-8f35-68fa98fc6de5,26,75.47,5,1962.22,12/2/2017,Shipped,4,12,2017,Classic Cars,136,S10_4757,Euro Shopping Channel,Diego,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Small
a1a26bec-a8b2-50cb-87fc-523bb7afc734,48,54.68,6,2624.64,12/15/2017,Shipped,4,12,2017,Classic Cars,136,S10_4757,Reims Collectables,Paul,26.47.1555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Small
c4f541f4-35e7-50d7-a2ad-d9e514932d7d,48,100,4,7020.48,2/4/2017,Shipped,1,2,2017,Classic Cars,147,S10_4962,Handji Gifts& Co,Wendy,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC,Victorino,Large
84ecaa6e-f01f-509a-b32b-d387be63303b,50,100,9,6426.5,3/11/2017,Shipped,1,3,2017,Classic Cars,147,S10_4962,Mini Gifts Distributors Ltd.,Valarie,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Medium
a1c35b6c-43b9-5735-ab73-52f1e1fca87b,28,100,2,4591.72,5/4/2017,Shipped,2,5,2017,Classic Cars,147,S10_4962,Super Scale Inc.,Leslie,2035559545,567 North Pendale Street,,New Haven,CT,97823,USA,NA,Murphy,Medium
e35438d5-4a51-5ee7-84c4-ec8771905b9f,26,100,12,4033.38,6/15/2017,Shipped,2,6,2017,Classic Cars,147,S10_4962,Handji Gifts& Co,Wendy,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC,Victorino,Medium
044f696d-16e9-5c28-8d99-f8159ed533e4,32,100,2,4302.08,7/19/2017,Shipped,3,7,2017,Classic Cars,147,S10_4962,Souveniers And Things Co.,Adrian,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Medium
fce2df38-86ed-53cc-8c3a-84c9ab82f1a8,44,100,9,7020.64,8/19/2017,Shipped,3,8,2017,Classic Cars,147,S10_4962,Diecast Classics Inc.,Kyung,2155551555,7586 Pompton St.,,Allentown,PA,70267,USA,NA,Yu,Large
db7de782-4fe8-5785-89b5-ed58dece7312,30,100,4,3855.9,9/8/2017,Shipped,3,9,2017,Classic Cars,147,S10_4962,Scandinavian Gift Ideas,Maria,0695-34 6555,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA,Larsson,Medium
2b23d474-8a32-54f9-9f3b-8ad2c6d2e0a2,38,100,13,6680.78,10/13/2017,Shipped,4,10,2017,Classic Cars,147,S10_4962,Marta's Replicas Co.,Marta,6175558555,39323 Spinnaker Dr.,,Cambridge,MA,51247,USA,NA,Hernandez,Medium
dd8049b2-4630-5f60-b289-21abe47e0682,40,100,7,6678,10/22/2017,Shipped,4,10,2017,Classic Cars,147,S10_4962,Canadian Gift Exchange Network,Yoshi,(604) 555-3392,1900 Oak St.,,Vancouver,BC,V3F 2K1,Canada,NA,Tannamuri,Medium
a45ff37e-3109-56e8-86e8-1cafc3e09fb4,46,61.99,8,2851.54,11/4/2017,Shipped,4,11,2017,Classic Cars,147,S10_4962,Online Diecast Creations Co.,Valarie,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,NA,Young,Small
1f490da6-93ee-5de0-ba87-67279df0eaad,26,100,2,3188.12,11/19/2017,On Hold,4,11,2017,Classic Cars,147,S10_4962,"Volvo Model Replicas, Co",Christina,0921-12 3555,Berguvsv�gen  8,,Lule,,S-958 22,Sweden,EMEA,Berglund,Medium
1585be41-da76-557f-916f-f96d3bbb7abc,27,100,2,4428,11/29/2017,Shipped,4,11,2017,Classic Cars,147,S10_4962,"Australian Collectors, Co.",Peter,03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Medium
edcde2d9-5109-5025-a98f-bf902e2ea6e4,43,100,9,5780.92,12/10/2017,Shipped,4,12,2017,Classic Cars,147,S10_4962,Mini Gifts Distributors Ltd.,Valarie,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Medium
0fbf2bca-96b3-5f18-9ba5-cdfc7eff9c76,41,100,2,7498.9,1/15/2017,Shipped,1,1,2017,Classic Cars,194,S12_1099,Auto Canal Petit,Dominique,(1) 47.55.6555,"25, rue Lauriston",,Paris,,75016,France,EMEA,Perrier,Large
0742436e-6d0e-52da-a6ca-17b1c7695ea1,27,100,9,4517.91,2/22/2017,Shipped,1,2,2017,Classic Cars,194,S12_1099,"Vida Sport, Ltd",Michael,0897-034555,Grenzacherweg 237,,Gensve,,1203,Switzerland,EMEA,Holz,Medium
0efeff9d-8013-5557-b2e9-bc4195dc2284,28,100,3,5774.72,4/9/2017,Shipped,2,4,2017,Classic Cars,194,S12_1099,Danish Wholesale Imports,Jytte,31 12 3555,Vinb'ltet 34,,Kobenhavn,,1734,Denmark,EMEA,Petersen,Medium
890f7703-3393-59b9-81d0-59b0626dae73,24,100,13,3922.56,6/1/2017,Cancelled,2,6,2017,Classic Cars,194,S12_1099,"UK Collectables, Ltd.",Elizabeth,(171) 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,EMEA,Devon,Medium
8b6d0698-aaed-538d-9247-b71b9c4d90e0,44,100,14,9160.36,7/6/2017,Shipped,3,7,2017,Classic Cars,194,S12_1099,L'ordine Souveniers,Maurizio,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA,Moroni,Large
3de315cc-08ef-5f1a-b0b2-0dcf5a227264,50,100,3,9631,8/2/2017,Shipped,3,8,2017,Classic Cars,194,S12_1099,Online Mini Collectables,Miguel,6175557555,7635 Spinnaker Dr.,,Brickhaven,MA,58339,USA,NA,Barajas,Large
7fe594a0-e8b7-5349-afc4-5c0eb49b182d,21,100,12,3432.24,8/30/2017,Shipped,3,8,2017,Classic Cars,194,S12_1099,"Vida Sport, Ltd",Michael,0897-034555,Grenzacherweg 237,,Gensve,,1203,Switzerland,EMEA,Holz,Medium
6425e1a7-850b-59cf-b38e-203cbf022859,33,100,10,6934.62,10/16/2017,Shipped,4,10,2017,Classic Cars,194,S12_1099,"Toms Spezialitten, Ltd",Henriette,0221-5554327,Mehrheimerstr. 369,,Koln,,50739,Germany,EMEA,Pfalzheim,Medium
80b3c354-9c4e-5dce-9039-4e5b1ea3c20e,31,100,3,6876.11,11/3/2017,Shipped,4,11,2017,Classic Cars,194,S12_1099,"Volvo Model Replicas, Co",Christina,0921-12 3555,Berguvsv�gen  8,,Lule,,S-958 22,Sweden,EMEA,Berglund,Medium
050efa4c-afc2-52fd-9a83-0e868d4fe17c,41,71.47,5,2930.27,11/15/2017,Shipped,4,11,2017,Classic Cars,194,S12_1099,Land of Toys Inc.,Kwai,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,NA,Yu,Small
ef6f7e48-64be-5a5e-b2e1-90c41dfd7683,45,79.65,2,3584.25,11/24/2017,Shipped,4,11,2017,Classic Cars,194,S12_1099,Salzburg Collectables,Georg,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Medium
fd4950d6-b1a1-5f25-9a28-e19eb99f9b70,46,100,13,8602.92,1/2/2017,Shipped,1,1,2017,Classic Cars,207,S12_1108,"Saveley & Henriot, Co.",Mary,78.32.5555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Large
680dd0ad-6af6-5e46-af82-e6c76d3f94a1,32,100,2,7181.44,2/12/2017,Shipped,1,2,2017,Classic Cars,207,S12_1108,"Clover Collections, Co.",Dean,+353 1862 1555,25 Maiden Lane,Floor No. 4,Dublin,,2,Ireland,EMEA,Cassidy,Large
e8420d98-b2cb-51c5-ab31-94fa5527b1db,42,100,2,8378.58,3/19/2017,Shipped,1,3,2017,Classic Cars,207,S12_1108,CAF Imports,Jesus,+34 913 728 555,"Merchants House, 27-30 Merchant's Quay",,Madrid,,28023,Spain,EMEA,Fernandez,Large
b3082b80-7d9b-52ef-98ff-612729cc76f2,44,100,2,10606.2,5/5/2017,Shipped,2,5,2017,Classic Cars,207,S12_1108,Suominen Souveniers,Kalle,+358 9 8045 555,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,Finland,EMEA,Suominen,Large
15e76e1d-fb40-5cf8-8b43-bcc8fa522d21,35,100,2,5818.4,7/20/2017,Shipped,3,7,2017,Classic Cars,207,S12_1108,Diecast Classics Inc.,Kyung,2155551555,7586 Pompton St.,,Allentown,PA,70267,USA,NA,Yu,Medium
679363e9-0392-591c-a7bc-f6c3ca800348,41,100,5,7071.27,8/20/2017,Shipped,3,8,2017,Classic Cars,207,S12_1108,Mini Gifts Distributors Ltd.,Valarie,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Large
8c3d222b-1d9c-5e01-a6e0-ea1f830c18a9,46,100,8,8411.56,9/9/2017,Shipped,3,9,2017,Classic Cars,207,S12_1108,Amica Models & Co.,Paolo,011-4988555,Via Monte Bianco 34,,Torino,,10100,Italy,EMEA,Accorti,Large
f7ec0f4c-35e5-5cf3-aee0-e81b32778046,31,100,13,6570.76,10/14/2017,Shipped,4,10,2017,Classic Cars,207,S12_1108,"AV Stores, Co.",Victoria,(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Medium
0c3e169b-6118-5330-ab03-a343540b6c74,38,100,5,7975.44,10/22/2017,Shipped,4,10,2017,Classic Cars,207,S12_1108,Heintze Collectables,Palle,86 21 3555,Smagsloget 45,,Aaarhus,,8200,Denmark,EMEA,Ibsen,Large
43a4e3da-58f1-59c3-ac35-d726f5215770,42,64,8,2688,11/5/2017,Shipped,4,11,2017,Classic Cars,207,S12_1108,Baane Mini Imports,Jonas,07-98 9555,Erling Skakkes gate 78,,Stavern,,4110,Norway,EMEA,Bergulfsen,Small
